年月日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),,スポット・時間前平均価格(円/kWh),α上限値×スポット・時間前平均価格(円/kWh),α下限値×スポット・時間前平均価格(円/kWh),α速報値×スポット・時間前平均価格(円/kWh),α確報値×スポット・時間前平均価格(円/kWh),,回避可能原価全国値(円/kWh),回避可能原価北海道(円/kWh),回避可能原価東北(円/kWh),回避可能原価東京(円/kWh),回避可能原価中部(円/kWh),回避可能原価北陸(円/kWh),回避可能原価関西(円/kWh),回避可能原価中国(円/kWh),回避可能原価四国(円/kWh),回避可能原価九州(円/kWh)
2019/07/28,10,20414800,19279000,17022050,6.36,10.22,6.88,6.88,6.05,6.05,6.05,6.05,6.05,6.05,,6.36,506.33,2.05,6.49,6.36,,6.36,10.23,6.88,6.88,6.05,6.05,6.05,6.05,6.05,6.05
2019/07/28,11,20363500,19255300,17017700,6.39,10.22,6.88,6.88,6.05,6.05,6.05,6.05,6.05,6.05,,6.39,506.32,2.05,6.68,6.68,,6.39,10.23,6.88,6.88,6.05,6.05,6.05,6.05,6.05,6.05
2019/07/28,12,20585450,19526050,17186150,6.28,10.22,6.88,6.88,6.05,6.05,6.05,6.05,6.05,6.05,,6.28,506.33,2.05,6.38,6.38,,6.28,10.23,6.88,6.88,6.05,6.05,6.05,6.05,6.05,6.05
2019/07/28,13,20569700,19343900,17193100,6.28,10.23,6.88,6.88,5.54,5.54,5.54,5.54,5.54,5.54,,6.28,506.19,2.07,6.36,6.28,,6.28,10.24,6.88,6.88,5.54,5.54,5.54,5.54,5.54,5.54
2019/07/28,14,20687550,19224300,17189150,6.05,10.23,7.09,7.09,5.34,5.34,5.34,5.34,5.34,5.34,,6.05,506.19,2.08,6.39,6.28,,6.05,10.24,7.09,7.09,5.34,5.34,5.34,5.34,5.34,5.34
2019/07/28,15,21000700,19413600,17289750,5.54,10.23,7.20,7.20,5.00,5.00,5.00,5.00,5.00,5.00,,5.54,506.12,2.08,6.39,6.28,,5.54,10.24,7.20,7.20,5.00,5.00,5.00,5.00,5.00,5.00
2019/07/28,16,21248500,19569850,17455250,6.05,10.23,7.10,7.10,4.94,4.94,4.94,4.94,4.94,4.94,,6.05,506.12,2.08,6.28,6.05,,6.05,10.24,7.10,7.10,4.94,4.94,4.94,4.94,4.95,4.94
2019/07/28,17,21881200,19605850,18277200,5.14,10.23,6.98,6.98,4.94,4.94,4.94,4.94,4.94,4.94,,5.15,507.07,2.08,4.78,4.15,,5.15,10.30,6.98,6.98,4.94,4.94,4.94,4.94,4.94,4.94
2019/07/28,18,22191250,20232450,18567850,5.34,10.23,6.98,6.98,5.00,5.00,5.00,5.00,5.00,5.00,,5.34,506.08,2.08,4.84,4.80,,5.34,10.30,6.98,6.98,5.00,5.00,5.00,5.00,5.00,5.00
2019/07/28,19,21872700,20449050,18633650,5.54,10.23,7.25,7.25,5.01,5.01,5.01,5.01,5.01,5.01,,5.54,505.65,2.08,3.00,2.96,,5.54,10.24,7.25,7.25,5.01,5.01,5.01,5.01,5.01,5.01
2019/07/28,20,21877500,20723500,18763700,6.05,10.23,7.27,7.27,5.21,5.21,5.21,5.21,5.21,5.21,,6.05,505.71,2.08,3.30,2.95,,6.05,10.24,7.27,7.27,5.21,5.21,5.21,5.21,5.21,5.21
2019/07/28,21,21870350,20960600,18746100,6.05,10.22,7.97,7.97,5.14,5.14,5.14,5.14,5.14,5.14,,6.05,505.75,2.08,2.08,2.08,,6.05,10.23,7.97,7.97,5.14,5.14,5.14,5.14,5.14,5.14
2019/07/28,22,21845850,20781300,18777950,6.05,10.22,7.97,7.97,5.00,5.00,5.00,5.00,5.00,5.00,,6.05,505.71,2.08,2.08,2.08,,6.05,10.23,7.97,7.97,5.00,5.00,5.00,5.00,5.00,5.00
2019/07/28,23,21643400,20932650,18770050,6.05,10.20,9.48,9.48,5.00,5.00,5.00,5.00,5.00,5.00,,6.06,506.60,2.08,2.08,2.08,,6.06,10.21,9.42,9.47,5.00,5.00,5.00,5.00,5.00,5.00
2019/07/28,24,21609800,20877500,18748300,6.05,10.20,9.48,9.48,5.00,5.00,5.00,5.00,5.00,5.00,,6.06,506.60,2.08,2.08,2.08,,6.06,10.21,9.43,9.47,5.00,5.00,5.00,5.00,5.00,5.00
2019/07/28,25,21628750,20872950,18780100,6.05,10.20,9.44,9.44,5.00,5.00,5.00,5.00,5.00,5.00,,6.06,506.62,2.08,2.08,3.01,,6.06,10.21,9.43,9.44,5.00,5.00,5.00,5.00,5.00,5.00
2019/07/28,26,21492150,20909200,18699850,6.05,10.22,9.44,9.44,5.14,5.14,5.14,5.14,5.14,5.14,,6.06,507.09,2.08,3.08,4.01,,6.06,10.23,9.44,9.44,5.14,5.14,5.14,5.14,5.14,5.14
2019/07/28,27,21094600,20885400,18555600,6.28,10.22,9.42,9.42,5.34,5.34,5.34,5.34,5.34,5.34,,6.29,507.71,2.08,2.87,3.28,,6.29,10.23,9.42,9.42,5.34,5.34,5.34,5.34,5.34,5.34
2019/07/28,28,20685200,20904700,18372650,6.28,10.22,9.42,9.42,5.34,5.34,5.34,5.34,5.34,5.34,,6.29,507.06,2.08,3.01,3.30,,6.29,10.22,9.42,9.42,5.34,5.34,5.34,5.34,5.34,5.34
2019/07/28,29,20862600,20861400,18348600,6.28,10.23,9.71,9.71,5.34,5.34,5.34,5.34,5.34,5.34,,6.29,507.71,2.08,3.76,3.96,,6.29,10.23,9.70,9.71,5.34,5.34,5.34,5.34,5.34,5.35
2019/07/28,30,21131150,20487650,18389350,6.16,10.40,9.71,9.71,5.14,5.14,5.14,5.14,5.14,5.14,,6.17,507.86,2.08,3.28,4.00,,6.17,10.40,9.68,9.71,5.14,5.14,5.14,5.14,5.14,5.15
2019/07/28,31,21359450,20339900,18289200,6.05,10.80,9.73,9.73,4.85,4.85,4.85,4.85,4.85,4.85,,6.06,507.87,2.08,4.08,4.08,,6.06,10.80,9.75,9.73,4.85,4.91,4.85,4.85,4.85,4.86
2019/07/28,32,21231200,20464950,18114450,6.05,10.69,9.73,9.73,4.86,4.86,4.86,4.86,4.86,4.86,,6.07,508.91,2.08,5.01,5.01,,6.07,10.69,9.73,9.73,4.86,5.04,4.86,4.86,4.86,4.87
2019/07/28,33,20940400,20590400,18012600,6.28,12.67,9.85,9.85,5.34,5.34,5.34,5.34,5.34,5.34,,6.30,508.85,2.08,6.94,6.84,,6.30,12.75,9.86,9.85,5.34,5.65,5.34,5.34,5.34,5.35
2019/07/28,34,20584200,20764750,17686800,7.64,12.60,9.97,9.97,6.28,6.28,6.28,6.28,6.28,6.28,,7.65,508.02,2.07,9.75,9.09,,7.65,12.68,10.00,9.98,6.28,6.46,6.28,6.28,6.28,6.29
2019/07/28,35,20383000,20819550,17651500,8.97,12.57,10.05,10.05,7.32,7.32,7.32,7.32,7.32,7.32,,8.97,507.35,2.06,9.83,9.08,,8.97,12.57,10.07,10.05,7.32,7.35,7.32,7.32,7.32,7.33
2019/07/28,36,20126500,20880250,17682300,9.08,12.71,10.51,10.51,8.10,8.10,8.10,8.10,8.10,8.10,,9.08,507.35,2.08,11.76,10.51,,9.08,12.71,10.52,10.51,8.10,8.09,8.10,8.10,8.10,8.10
2019/07/28,37,19753950,20924900,17730450,10.06,12.56,11.61,11.61,8.90,8.90,8.90,8.90,8.90,8.90,,10.05,506.85,2.12,10.05,9.95,,10.05,12.56,11.61,11.61,8.89,8.76,8.90,8.90,8.89,8.90
2019/07/28,38,19400700,21031400,17541450,11.83,12.64,12.25,12.25,11.83,11.83,11.83,11.83,11.83,11.83,,11.81,506.50,2.14,11.74,11.74,,11.81,12.64,12.22,12.24,11.80,11.52,11.82,11.82,11.80,11.81
2019/07/28,39,19138650,20984850,17280650,11.83,12.66,11.93,11.93,11.83,11.83,11.83,11.83,11.83,11.83,,11.82,506.92,2.14,9.95,10.22,,11.82,12.66,11.90,11.93,11.81,11.53,11.82,11.85,11.81,11.82
2019/07/28,40,19013100,20794100,17129350,10.73,12.66,11.30,11.30,11.30,11.30,11.30,11.30,11.30,11.30,,10.73,507.36,2.15,9.83,9.83,,10.73,12.66,11.27,11.29,11.29,11.22,11.29,11.32,11.29,11.29
2019/07/28,41,18827650,20616250,17168150,10.27,12.72,10.33,10.33,9.08,9.08,9.08,9.08,9.08,9.08,,10.27,507.23,2.11,9.85,9.80,,10.27,12.72,10.35,10.34,9.08,9.02,9.08,9.08,9.08,9.08
2019/07/28,42,18722900,20483950,17214700,9.80,10.68,9.85,9.85,9.08,9.08,9.08,9.08,9.08,9.08,,9.80,507.03,2.08,8.97,8.97,,9.80,10.68,9.86,9.86,9.07,9.02,9.08,9.08,9.07,9.07
2019/07/28,43,19118450,20386400,17297900,9.58,10.46,9.75,9.75,8.50,8.50,8.50,8.50,8.50,8.50,,9.58,507.03,2.08,8.97,8.25,,9.58,10.46,9.75,9.76,8.50,8.50,8.50,8.50,8.50,8.50
2019/07/28,44,19511100,20132550,17345000,8.97,10.46,9.71,9.71,7.70,7.70,7.70,7.70,7.70,7.70,,8.97,507.04,2.07,9.08,9.10,,8.97,10.46,9.69,9.71,7.70,7.70,7.70,7.70,7.70,7.70
2019/07/28,45,20094350,20416650,17069500,8.25,10.59,9.72,9.72,7.32,7.32,7.32,7.32,7.32,7.32,,8.25,507.04,2.08,8.66,8.66,,8.25,10.59,9.72,9.72,7.32,7.32,7.32,7.32,7.32,7.32
2019/07/28,46,19818400,20162850,16883700,7.26,10.26,9.72,9.72,6.92,6.92,6.92,6.92,6.92,6.92,,7.26,507.04,2.08,7.59,7.72,,7.26,10.26,9.72,9.72,6.92,6.93,6.92,6.92,6.92,6.92
2019/07/28,47,19239850,19135100,16098150,6.98,10.23,8.77,8.77,5.34,5.34,5.34,5.34,5.34,5.34,,6.99,508.08,2.08,6.99,6.99,,6.99,10.25,8.77,8.78,5.34,5.36,5.34,5.34,5.38,5.34
2019/07/28,48,18056550,18163800,15389900,6.92,10.23,8.77,8.77,4.94,4.94,4.94,4.94,4.94,4.94,,6.95,509.14,2.06,7.01,6.79,,6.95,10.23,8.77,8.76,4.94,4.94,4.94,4.94,4.98,4.94
2019/07/29,1,18367600,18252700,15519500,6.99,10.20,6.99,6.99,6.05,6.05,6.05,6.05,6.05,6.05,,6.99,508.15,2.05,6.60,6.28,,6.99,10.20,6.99,6.99,6.05,6.05,6.05,6.05,6.05,6.05
2019/07/29,2,20093050,19495250,17000900,6.40,10.19,6.90,6.90,4.71,4.71,4.71,4.71,4.71,4.71,,6.40,508.15,2.05,6.36,5.15,,6.40,10.19,6.90,6.90,4.71,4.71,4.71,4.71,4.71,4.71
2019/07/29,3,21589500,19858000,17513650,6.28,10.11,6.87,6.87,4.71,4.71,4.71,4.71,4.71,4.71,,6.28,508.15,2.07,6.28,5.48,,6.28,10.11,6.87,6.87,4.71,4.71,4.71,4.71,4.71,4.71
2019/07/29,4,22096500,20015500,17809900,6.05,10.21,6.58,6.58,4.71,4.71,4.71,4.71,4.71,3.56,,6.05,508.15,2.06,6.05,4.95,,6.05,10.21,6.58,6.58,4.71,4.71,4.71,4.71,4.71,3.56
2019/07/29,5,22682000,20109600,17944950,6.05,10.23,6.87,6.87,4.71,4.71,4.71,4.71,4.71,3.56,,6.05,508.15,2.08,6.05,4.91,,6.05,10.23,6.87,6.87,4.71,4.71,4.71,4.71,4.71,3.56
2019/07/29,6,22847600,20204950,17901400,6.05,10.23,6.87,6.87,4.56,4.56,4.56,4.56,4.56,3.56,,6.05,508.15,2.06,6.20,5.67,,6.05,10.23,6.87,6.87,4.56,4.56,4.56,4.56,4.56,3.56
2019/07/29,7,22868700,20119850,17854400,6.05,10.23,6.87,6.87,4.71,4.71,4.71,4.71,4.71,3.56,,6.05,508.15,2.06,6.05,4.91,,6.05,10.23,6.87,6.87,4.71,4.71,4.71,4.71,4.71,3.56
2019/07/29,8,22998650,20105750,17903200,6.05,10.22,6.58,6.58,4.71,4.71,4.71,4.71,4.71,4.71,,6.05,508.15,2.06,6.16,5.46,,6.05,10.22,6.58,6.58,4.71,4.71,4.71,4.71,4.71,4.71
2019/07/29,9,22691200,20062250,17743650,6.28,10.22,6.87,6.87,5.52,5.52,5.52,5.52,5.52,5.52,,6.28,508.15,2.07,6.28,5.52,,6.28,10.22,6.87,6.87,5.52,5.52,5.52,5.52,5.52,5.52
2019/07/29,10,22797000,20114500,17772550,6.28,10.22,6.87,6.87,5.52,5.52,5.52,5.52,5.52,5.52,,6.28,508.15,2.07,6.39,5.87,,6.28,10.22,6.87,6.87,5.52,5.52,5.52,5.52,5.52,5.52
2019/07/29,11,22873950,20345800,17931500,6.36,10.22,6.87,6.87,5.86,5.86,5.86,5.86,5.86,5.86,,6.36,508.15,2.07,6.39,6.05,,6.36,10.22,6.87,6.87,5.86,5.86,5.86,5.86,5.86,5.86
2019/07/29,12,23255250,20780850,18189300,6.39,10.22,6.87,6.87,6.05,6.05,6.05,6.05,6.05,6.05,,6.39,508.15,2.06,6.28,6.05,,6.39,10.22,6.87,6.87,6.05,6.05,6.05,6.05,6.05,6.05
2019/07/29,13,23560050,21069450,18455550,6.36,10.22,6.96,6.96,6.05,6.05,6.05,6.05,6.05,6.05,,6.36,508.15,2.07,6.39,6.28,,6.36,10.22,6.96,6.96,6.05,6.05,6.05,6.05,6.05,6.05
2019/07/29,14,23490400,21757900,18813800,6.39,10.23,6.96,6.96,6.96,6.96,6.96,6.96,6.96,6.05,,6.39,508.15,2.06,6.58,6.36,,6.39,10.23,6.96,6.96,6.95,6.96,6.96,6.96,6.96,6.05
2019/07/29,15,22690200,22033050,18873700,6.72,10.26,7.13,7.13,6.05,6.05,6.05,6.05,6.05,6.05,,6.72,508.15,2.06,7.04,6.61,,6.72,10.26,7.13,7.13,6.05,6.05,6.05,6.05,6.05,6.05
2019/07/29,16,22406150,22291150,18827950,7.04,10.55,7.22,7.22,7.03,7.03,7.03,7.03,7.03,6.05,,7.04,508.15,2.06,6.95,6.72,,7.04,10.55,7.22,7.22,7.03,7.03,7.03,7.03,7.03,6.05
2019/07/29,17,23134200,23097500,21271000,6.28,12.73,7.61,7.61,5.55,5.55,5.55,5.55,5.55,5.55,,6.28,504.76,2.07,6.28,6.28,,6.28,12.72,7.61,7.61,5.56,5.55,5.55,5.55,5.55,5.55
2019/07/29,18,22709150,23750100,21304000,6.80,12.35,9.58,9.58,6.28,6.28,6.28,6.28,6.28,6.28,,6.80,504.76,2.07,6.89,7.71,,6.80,12.34,9.58,9.58,6.28,6.28,6.28,6.28,6.28,6.28
2019/07/29,19,22703250,24213150,21462200,7.30,14.82,9.79,9.79,6.28,6.28,6.28,6.28,6.28,6.28,,7.31,505.45,2.11,8.61,9.20,,7.31,14.82,9.79,9.78,6.28,6.32,6.28,6.28,6.28,6.28
2019/07/29,20,22527800,24373200,21408100,7.91,15.00,9.79,9.79,6.93,6.93,6.93,6.93,6.93,6.93,,7.92,505.39,2.15,9.20,9.20,,7.92,15.01,9.79,9.79,6.93,6.94,6.93,6.93,6.93,6.93
2019/07/29,21,22599150,24658300,21539350,8.88,14.89,9.82,9.82,7.67,7.67,7.67,7.67,7.67,7.67,,8.87,504.12,2.15,8.89,9.07,,8.87,14.89,9.82,9.82,7.67,7.57,7.67,7.67,7.67,7.67
2019/07/29,22,22486450,24882500,21603900,9.19,15.07,9.82,9.82,8.70,8.70,8.70,8.70,8.70,8.70,,9.18,503.95,2.15,8.01,9.18,,9.18,15.07,9.82,9.82,8.70,8.58,8.70,8.70,8.70,8.70
2019/07/29,23,22706900,25011000,21700500,9.19,16.00,9.50,9.50,8.80,8.80,8.80,8.80,8.80,8.80,,9.18,504.20,2.17,8.69,9.18,,9.18,16.00,9.50,9.50,8.80,8.68,8.79,8.80,8.80,8.80
2019/07/29,24,22681450,24900650,21685300,9.19,15.00,9.49,9.49,8.80,8.80,8.80,8.80,8.80,8.80,,9.18,504.20,2.20,7.67,8.89,,9.18,15.00,9.49,9.49,8.80,8.67,8.79,8.80,8.79,8.80
2019/07/29,25,22328350,24131550,21290800,8.60,12.69,9.46,9.46,6.94,6.94,6.94,6.94,6.94,6.94,,8.59,504.16,2.16,7.39,9.07,,8.59,12.69,9.46,9.46,6.92,6.93,6.94,6.94,6.94,6.94
2019/07/29,26,22373050,24097300,21378800,8.00,14.28,9.48,9.48,6.28,6.28,6.28,6.28,6.28,6.28,,8.00,504.75,2.14,8.90,9.19,,8.00,14.28,9.48,9.48,6.28,6.38,6.28,6.28,6.28,6.29
2019/07/29,27,22605850,24601950,21725350,9.49,16.10,10.24,10.24,8.90,8.90,8.90,8.90,8.90,8.90,,9.48,504.22,2.35,9.62,10.23,,9.48,16.10,10.24,10.24,8.90,8.80,8.87,8.90,8.89,8.90
2019/07/29,28,22340200,25106800,21581000,9.85,18.00,12.85,12.85,9.64,9.64,9.64,9.64,9.64,9.19,,9.85,504.75,2.35,10.40,11.68,,9.85,18.00,12.85,12.84,9.64,9.64,9.64,9.64,9.64,9.19
2019/07/29,29,22089150,25274100,21499900,11.33,18.00,12.87,12.87,10.34,10.34,10.34,10.34,10.34,9.19,,11.33,504.79,2.36,11.33,11.68,,11.33,18.00,12.86,12.86,10.34,10.34,10.34,10.34,10.33,9.20
2019/07/29,30,21894450,25384750,21380200,11.68,18.00,12.87,12.87,11.37,11.37,11.37,11.37,11.37,9.19,,11.68,504.77,2.36,12.87,12.87,,11.68,18.00,12.87,12.87,11.37,11.34,11.37,11.37,11.36,9.21
2019/07/29,31,21629100,25393200,20999850,12.94,18.00,12.95,12.95,11.68,11.68,11.68,11.68,11.68,11.68,,12.93,504.71,2.22,12.67,12.94,,12.93,18.00,12.95,12.95,11.68,11.60,11.67,11.67,11.67,11.67
2019/07/29,32,21333550,25848950,20855350,12.95,18.00,12.95,12.95,12.68,12.68,12.68,12.68,12.68,12.68,,12.94,504.41,2.21,15.71,15.71,,12.94,18.00,12.95,12.95,12.67,12.66,12.67,12.67,12.66,12.66
2019/07/29,33,21085250,25830200,20603500,13.24,20.00,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,,13.23,504.38,2.35,13.39,14.34,,13.23,20.00,12.94,12.95,12.94,12.94,12.94,12.94,12.93,12.92
2019/07/29,34,20959600,25764900,20555150,12.95,18.00,12.95,12.95,12.68,12.68,12.68,12.68,12.68,12.68,,12.94,504.36,2.55,14.98,13.99,,12.94,18.00,12.95,12.96,12.67,12.67,12.67,12.64,12.65,12.65
2019/07/29,35,20775750,25011350,20436150,12.87,17.00,12.87,12.87,12.68,12.68,12.68,12.68,12.68,12.68,,12.85,503.73,3.08,12.85,12.85,,12.85,17.00,12.87,12.87,12.67,12.67,12.67,12.53,12.61,12.66
2019/07/29,36,20581300,24492800,20260950,12.87,17.00,12.87,12.87,12.68,12.68,12.68,12.68,12.68,12.68,,12.86,504.15,3.09,12.86,12.86,,12.86,17.00,12.87,12.87,12.67,12.67,12.67,12.67,12.59,12.66
2019/07/29,37,20331150,24099100,20033600,12.87,18.00,12.87,12.87,12.68,12.68,12.68,12.68,12.68,12.68,,12.86,504.15,3.09,12.86,12.86,,12.86,18.00,12.87,12.87,12.66,12.67,12.67,12.64,12.63,12.66
2019/07/29,38,20166700,23788700,19863950,12.87,18.00,12.87,12.87,12.68,12.68,12.68,12.68,12.68,12.68,,12.86,504.15,3.05,13.23,13.12,,12.86,18.00,12.87,12.87,12.66,12.67,12.67,12.67,12.62,12.66
2019/07/29,39,20037400,23472700,19739400,12.87,18.00,12.87,12.87,11.68,11.68,11.68,11.68,11.68,11.68,,12.86,504.15,2.96,13.34,12.86,,12.86,18.00,12.86,12.87,11.66,11.67,11.68,11.66,11.65,11.67
2019/07/29,40,20055850,23085500,19692300,12.27,18.00,12.87,12.87,11.38,11.38,11.38,11.38,11.38,11.38,,12.26,504.13,2.28,11.67,11.37,,12.26,18.00,12.87,12.87,11.37,11.37,11.37,11.35,11.33,11.37
2019/07/29,41,19379000,22601600,18979900,11.68,16.10,11.91,11.91,11.27,11.27,11.27,11.27,11.27,11.27,,11.66,503.89,2.15,12.25,11.66,,11.66,16.10,11.90,11.91,11.26,11.26,11.27,11.16,11.24,11.26
2019/07/29,42,19629200,22489550,19200450,10.87,15.00,10.92,10.92,10.08,10.08,10.08,10.08,10.08,10.08,,10.87,504.54,2.14,10.79,10.51,,10.87,15.00,10.92,10.92,10.07,10.08,10.08,10.08,10.06,10.08
2019/07/29,43,19946700,22034150,19185600,9.92,14.57,9.92,9.92,9.92,9.92,9.92,9.92,9.92,9.92,,9.92,504.76,2.12,10.03,9.92,,9.92,14.57,9.93,9.92,9.91,9.92,9.92,9.92,9.90,9.91
2019/07/29,44,20347850,22038450,19363000,7.67,14.56,9.69,9.69,8.02,8.02,8.02,8.02,8.02,8.02,,7.67,504.69,2.12,8.80,9.14,,7.67,14.56,9.69,9.69,8.02,8.00,8.02,8.02,8.01,8.02
2019/07/29,45,18789850,21985950,17995000,9.63,12.50,10.16,10.16,8.90,8.90,8.90,8.90,8.90,8.90,,9.63,504.89,2.07,9.19,9.19,,9.63,12.50,10.16,10.16,8.90,8.90,8.90,8.90,8.89,8.90
2019/07/29,46,18758000,21553950,17891300,8.90,12.50,10.16,10.16,6.24,6.24,6.24,6.24,6.24,6.24,,8.90,504.87,2.07,7.91,8.34,,8.90,12.50,10.16,10.15,6.24,6.24,6.24,6.24,6.28,6.24
2019/07/29,47,18168400,20586600,17042050,7.91,10.87,9.74,9.74,6.94,6.94,6.94,6.94,6.94,6.94,,7.91,506.81,2.07,7.65,7.65,,7.91,10.87,9.74,9.72,6.94,6.94,6.94,6.94,6.94,6.94
2019/07/29,48,17274950,19434100,16179950,8.80,10.87,9.74,9.74,7.34,7.34,7.34,7.34,7.34,7.34,,8.80,506.81,2.08,8.80,8.34,,8.80,10.88,9.74,9.74,7.34,7.34,7.34,7.34,7.35,7.34
2019/07/30,1,17228200,19224400,16230300,8.34,10.87,9.76,9.76,8.19,8.19,8.19,8.19,8.19,6.05,,8.35,505.33,2.05,8.35,7.91,,8.35,10.87,9.76,9.77,8.19,8.19,8.19,8.19,8.18,6.05
2019/07/30,2,18915700,20484750,17771700,7.25,10.87,9.10,9.10,7.34,7.34,7.34,7.34,7.34,6.05,,7.25,504.73,2.07,7.34,7.16,,7.25,10.87,9.10,9.11,7.34,7.34,7.34,7.34,7.29,6.05
2019/07/30,3,19991400,20750200,18248000,7.29,10.87,9.41,9.41,6.18,6.18,6.18,6.18,6.18,6.05,,7.29,507.87,2.06,7.52,6.39,,7.29,10.87,9.41,9.41,6.18,6.18,6.18,6.18,6.20,6.05
2019/07/30,4,20179300,20613400,18256150,6.40,10.87,7.66,7.66,6.05,6.05,6.05,6.05,6.05,6.05,,6.40,507.87,2.07,6.48,6.36,,6.40,10.87,7.66,7.66,6.05,6.05,6.05,6.05,6.08,6.05
2019/07/30,5,20275850,20529800,18200450,6.39,10.87,7.65,7.65,5.76,5.76,5.76,5.76,5.76,5.76,,6.39,507.87,2.08,6.39,6.28,,6.39,10.87,7.65,7.65,5.76,5.76,5.77,5.76,5.81,5.76
2019/07/30,6,20376000,20544500,18159150,6.39,10.87,7.65,7.65,5.41,5.41,5.41,5.41,5.41,5.41,,6.39,507.87,2.06,6.63,6.28,,6.39,10.87,7.65,7.65,5.41,5.41,5.43,5.41,5.46,5.41
2019/07/30,7,20474250,20506950,18131200,6.39,10.87,7.65,7.65,5.37,5.37,5.37,5.37,5.37,5.37,,6.40,508.67,2.07,7.30,6.29,,6.40,10.87,7.65,7.65,5.37,5.37,5.40,5.37,5.44,5.37
2019/07/30,8,20564600,20508900,18126150,6.39,10.87,7.65,7.65,5.36,5.36,5.36,5.36,5.36,5.36,,6.40,508.67,2.07,7.35,6.37,,6.40,11.00,7.65,7.65,5.36,5.36,5.39,5.36,5.43,5.36
2019/07/30,9,20477800,20512000,18123000,7.29,10.87,7.66,7.66,5.69,5.69,5.69,5.69,5.69,5.69,,7.29,507.87,2.06,7.66,6.48,,7.29,10.87,7.66,7.66,5.69,5.69,5.71,5.69,5.76,5.69
2019/07/30,10,20437500,20491650,18117250,7.29,10.87,7.66,7.66,5.84,5.84,5.84,5.84,5.84,5.84,,7.29,507.87,2.06,7.66,6.48,,7.29,10.87,7.66,7.66,5.84,5.84,5.86,5.84,5.91,5.84
2019/07/30,11,20424400,20634000,18180200,7.29,10.87,7.66,7.66,6.05,6.05,6.05,6.05,6.05,6.05,,7.29,507.87,2.06,7.66,7.29,,7.29,10.87,7.66,7.66,6.05,6.05,6.07,6.05,6.06,6.05
2019/07/30,12,20368350,20764600,18242600,7.34,10.87,7.66,7.66,6.05,6.05,6.05,6.05,6.05,6.05,,7.34,507.87,2.06,7.58,7.29,,7.34,10.87,7.66,7.66,6.04,6.05,6.07,6.05,6.08,6.05
2019/07/30,13,20274750,20883050,18273150,7.58,10.87,7.89,7.89,7.34,7.34,7.34,7.34,7.34,6.28,,7.59,509.46,2.06,7.67,7.30,,7.59,10.87,7.89,7.91,7.34,7.34,7.35,7.34,7.35,6.28
2019/07/30,14,20220900,21438650,18235600,7.72,10.87,9.65,9.65,7.72,7.72,7.72,7.72,7.72,6.05,,7.73,509.45,2.06,7.93,7.67,,7.73,10.87,9.65,9.66,7.71,7.72,7.72,7.72,7.72,6.05
2019/07/30,15,20477850,22053200,18514900,8.19,10.87,9.73,9.73,7.34,7.34,7.34,7.34,7.34,6.28,,8.19,507.87,2.06,7.90,7.45,,8.19,10.87,9.73,9.73,7.34,7.34,7.35,7.34,7.29,6.28
2019/07/30,16,20253700,22556950,18363850,8.34,10.87,9.81,9.81,7.92,7.92,7.92,7.92,7.92,6.28,,8.35,508.48,2.08,7.91,7.91,,8.35,10.87,9.81,9.81,7.92,7.92,7.93,7.92,7.91,6.28
2019/07/30,17,22338900,23587550,21008000,7.89,14.66,9.71,9.71,6.28,6.28,6.28,6.28,6.28,6.28,,7.89,504.73,2.08,5.07,5.87,,7.89,14.66,9.71,9.72,6.27,6.28,6.30,6.28,6.26,6.28
2019/07/30,18,22072850,24066200,20802050,8.34,14.60,9.99,9.99,7.58,7.58,7.58,7.58,7.58,6.28,,8.34,504.73,2.12,6.28,6.28,,8.34,14.60,9.99,9.99,7.58,7.58,7.58,7.58,7.58,6.29
2019/07/30,19,22259450,24677750,21033500,8.34,16.74,12.95,12.95,6.92,6.92,6.92,6.92,6.92,6.28,,8.34,504.90,2.14,6.36,8.34,,8.34,16.74,12.97,12.94,6.91,6.92,6.93,6.91,6.92,6.29
2019/07/30,20,22204800,24657400,21040900,8.34,15.00,12.95,12.95,7.34,7.34,7.34,7.34,7.34,7.20,,8.35,505.36,2.20,6.37,7.61,,8.35,15.00,12.97,12.94,7.34,7.34,7.35,7.34,7.34,7.21
2019/07/30,21,22403300,24708650,21203800,9.19,15.00,12.95,12.95,7.34,7.34,7.34,7.34,7.34,6.28,,9.20,505.46,2.21,6.61,7.83,,9.20,15.00,12.96,12.90,7.33,7.34,7.36,7.34,7.34,6.29
2019/07/30,22,22333650,24937600,21281900,9.19,18.00,12.95,12.95,7.90,7.90,7.90,7.90,7.90,7.90,,9.21,505.83,2.21,6.29,7.84,,9.21,18.00,12.97,12.92,7.90,7.90,7.92,7.90,7.90,7.91
2019/07/30,23,22346400,25338250,21288650,9.19,18.00,12.95,12.95,8.35,8.35,8.35,8.35,7.34,8.35,,9.20,505.28,2.18,6.37,6.95,,9.20,18.00,12.96,12.92,8.35,8.35,8.36,8.35,7.34,8.35
