年月日,時刻コード,売り入札量(kWh),買い入札量(kWh),約定総量(kWh),システムプライス(円/kWh),エリアプライス北海道(円/kWh),エリアプライス東北(円/kWh),エリアプライス東京(円/kWh),エリアプライス中部(円/kWh),エリアプライス北陸(円/kWh),エリアプライス関西(円/kWh),エリアプライス中国(円/kWh),エリアプライス四国(円/kWh),エリアプライス九州(円/kWh),,スポット・時間前平均価格(円/kWh),α上限値×スポット・時間前平均価格(円/kWh),α下限値×スポット・時間前平均価格(円/kWh),α速報値×スポット・時間前平均価格(円/kWh),α確報値×スポット・時間前平均価格(円/kWh),,回避可能原価全国値(円/kWh),回避可能原価北海道(円/kWh),回避可能原価東北(円/kWh),回避可能原価東京(円/kWh),回避可能原価中部(円/kWh),回避可能原価北陸(円/kWh),回避可能原価関西(円/kWh),回避可能原価中国(円/kWh),回避可能原価四国(円/kWh),回避可能原価九州(円/kWh)
2021/03/20,25,26208050,21666200,18895850,4.70,5.05,5.05,5.05,3.82,3.82,3.82,3.82,3.82,3.82,,4.70,506.36,0.00,4.67,4.95,,4.70,5.13,5.05,5.05,3.82,3.82,3.82,3.82,3.83,3.82
2021/03/20,26,25980050,21659050,18735500,4.79,5.05,5.05,5.05,3.98,3.98,3.98,3.98,3.98,3.98,,4.79,506.36,0.00,4.27,4.79,,4.79,5.20,5.05,5.05,3.98,3.98,3.98,3.98,4.13,3.98
2021/03/20,27,25513100,21773200,18482200,4.94,5.48,5.48,5.48,4.16,4.16,4.16,4.16,4.16,4.16,,4.94,506.65,0.00,4.16,4.84,,4.94,5.59,5.48,5.48,4.16,4.16,4.16,4.16,4.27,4.16
2021/03/20,28,25195650,22041550,18368750,5.05,6.68,6.68,6.68,4.77,4.77,4.77,4.77,4.77,4.77,,5.06,507.65,0.00,4.80,4.99,,5.06,6.67,6.69,6.68,4.77,4.77,4.77,4.77,4.77,4.77
2021/03/20,29,24798950,21558700,18083050,5.25,7.08,7.08,7.08,4.96,4.96,4.96,4.96,4.96,4.96,,5.26,507.62,0.00,5.06,5.06,,5.26,7.09,7.07,7.08,4.96,4.96,4.96,4.95,4.96,4.96
2021/03/20,30,23750500,21241750,17601350,5.42,7.08,7.08,7.08,4.85,4.85,4.85,4.85,4.85,4.85,,5.43,507.60,0.00,4.98,5.14,,5.43,7.08,7.07,7.08,4.85,4.85,4.85,4.84,4.85,4.85
2021/03/20,31,23021950,21084950,17392550,5.63,7.08,7.08,7.08,5.38,5.38,5.38,5.38,5.38,5.38,,5.63,506.66,0.00,5.03,4.97,,5.63,7.08,7.08,7.08,5.38,5.38,5.38,5.37,5.38,5.38
2021/03/20,32,22208350,21028850,17297150,6.93,7.10,7.10,7.10,5.63,5.63,5.63,5.63,5.63,5.63,,6.92,505.93,0.00,5.99,6.60,,6.92,7.10,7.10,7.10,5.67,5.63,5.63,5.62,5.63,5.63
2021/03/20,33,22797850,22053250,18471450,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,5.63,,6.93,506.65,0.00,5.63,5.48,,6.93,6.93,6.93,6.93,6.93,6.93,6.91,6.93,6.92,5.63
2021/03/20,34,22062600,22234700,18165900,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,5.63,,7.11,506.36,0.00,7.25,7.25,,7.11,7.12,7.13,7.11,7.11,7.11,7.11,7.11,7.11,5.63
2021/03/20,35,22218800,22606850,18195650,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,,7.54,506.65,0.00,7.72,7.55,,7.54,7.55,7.54,7.54,7.51,7.54,7.54,7.54,7.54,7.53
2021/03/20,36,22300750,23112450,18175900,7.72,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,7.72,,7.72,506.65,0.00,7.72,7.72,,7.72,8.88,8.91,8.90,8.89,8.90,8.91,8.91,8.91,7.71
2021/03/20,37,22774500,23300700,18254950,7.72,8.61,8.61,8.61,8.61,8.61,8.61,8.61,8.61,7.72,,7.72,506.66,0.00,7.42,7.70,,7.72,8.59,8.61,8.61,8.60,8.61,8.61,8.61,8.61,7.71
2021/03/20,38,22577700,23275850,18179650,7.72,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,7.72,,7.72,506.66,0.00,7.42,7.42,,7.72,8.58,8.59,8.59,8.59,8.58,8.59,8.59,8.59,7.71
2021/03/20,39,22789300,23214900,18228250,7.72,8.59,8.59,8.59,8.59,8.59,8.59,8.59,8.59,7.72,,7.73,508.49,0.00,7.20,7.20,,7.73,8.59,8.60,8.59,8.59,8.58,8.59,8.60,8.59,7.71
2021/03/20,40,22628700,23059000,18294150,7.72,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.72,,7.72,507.84,0.00,7.19,7.11,,7.72,7.76,7.77,7.76,7.76,7.76,7.76,7.77,7.76,7.72
2021/03/20,41,22497200,23196950,18075300,7.38,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,,7.38,508.47,0.00,7.38,7.10,,7.38,7.42,7.45,7.42,7.40,7.42,7.42,7.43,7.42,7.42
2021/03/20,42,22360400,23036900,18065850,7.17,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,,7.18,509.18,0.00,7.11,6.94,,7.18,7.38,7.42,7.38,7.38,7.38,7.38,7.39,7.38,7.38
2021/03/20,43,22070800,22869400,17935500,7.24,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,,7.24,508.47,0.00,7.10,7.07,,7.24,7.42,7.45,7.42,7.40,7.42,7.42,7.43,7.42,7.42
2021/03/20,44,21947200,22360700,17889100,7.10,7.18,7.18,7.18,7.07,7.07,7.07,7.07,7.07,5.63,,7.10,508.47,0.00,5.83,5.39,,7.10,7.19,7.21,7.18,7.05,7.07,7.07,7.08,7.07,5.63
2021/03/20,45,20639950,22084350,17001100,7.33,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,7.44,,7.33,508.47,0.00,7.18,7.10,,7.33,7.44,7.44,7.44,7.42,7.44,7.44,7.45,7.44,7.44
2021/03/20,46,20298350,21640300,16680000,7.13,7.33,7.33,7.33,6.93,6.93,6.93,6.93,6.93,5.63,,7.13,510.34,0.00,7.07,6.93,,7.13,7.33,7.33,7.33,6.91,6.93,6.93,6.94,6.93,5.63
2021/03/20,47,19872000,21094200,16515650,7.10,7.27,7.27,7.27,6.93,6.93,6.93,6.93,6.93,5.63,,7.10,508.47,0.00,7.10,7.08,,7.10,7.27,7.27,7.27,6.92,6.93,6.93,6.94,6.93,5.63
2021/03/20,48,18852200,20169050,15784300,7.08,7.13,7.13,7.13,6.93,6.93,6.93,6.93,6.93,5.63,,7.08,507.84,0.00,5.78,5.70,,7.08,7.14,7.13,7.13,6.92,6.93,6.93,6.93,6.93,5.63
2021/03/21,1,18377700,18984450,15700000,5.69,7.10,7.10,7.10,5.84,5.84,5.84,5.84,5.84,5.63,,5.73,506.78,0.00,5.67,5.42,,5.73,7.10,7.30,7.10,5.84,5.84,5.84,5.84,5.84,5.63
2021/03/21,2,19008100,19038600,16019950,5.63,7.08,7.08,7.08,5.48,5.48,5.48,5.48,5.48,5.48,,5.65,505.03,0.00,5.12,5.04,,5.65,7.08,7.17,7.08,5.48,5.48,5.48,5.48,5.48,5.48
2021/03/21,3,19613000,19171900,16285100,5.48,7.08,7.08,7.08,5.38,5.38,5.38,5.38,5.38,5.38,,5.51,505.99,0.00,5.27,5.05,,5.51,7.08,7.22,7.08,5.38,5.38,5.38,5.38,5.38,5.38
2021/03/21,4,19785700,19332300,16433000,5.63,7.71,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.63,,5.67,506.81,0.00,5.30,5.13,,5.67,7.71,6.19,5.81,5.81,5.81,5.81,5.81,5.81,5.63
2021/03/21,5,19793200,19099550,16327100,5.63,7.08,7.08,7.08,5.82,5.82,5.82,5.82,5.82,5.63,,5.66,506.03,0.00,5.41,5.23,,5.66,7.08,7.16,7.08,5.82,5.82,5.82,5.82,5.82,5.63
2021/03/21,6,20004750,19307350,16503550,5.86,7.08,7.08,7.08,6.93,6.93,6.93,6.93,6.93,5.63,,5.89,506.02,0.00,5.84,5.32,,5.89,7.08,7.18,7.08,6.92,6.93,6.93,6.93,6.93,5.63
2021/03/21,7,20264250,19463000,16730800,6.02,7.08,7.08,7.08,6.38,6.38,6.38,6.38,6.38,5.63,,6.06,506.79,0.00,5.97,5.30,,6.06,7.08,7.21,7.08,6.39,6.38,6.37,6.38,6.38,5.63
2021/03/21,8,20384150,19524850,16799600,6.91,7.08,7.08,7.08,6.93,6.93,6.93,6.93,6.93,5.63,,6.93,504.90,0.00,6.04,5.32,,6.93,7.08,7.21,7.08,6.93,6.93,6.93,6.93,6.93,5.63
2021/03/21,9,20471400,19680150,16670600,7.07,7.08,7.08,7.08,7.07,7.07,7.07,7.07,7.07,5.63,,7.08,504.33,0.00,7.08,5.64,,7.08,7.09,7.21,7.08,7.05,7.07,7.07,7.07,7.07,5.63
2021/03/21,10,21452550,19953850,17280050,6.38,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,5.63,,6.40,506.49,0.00,5.86,5.24,,6.40,6.93,7.03,6.93,6.93,6.93,6.93,6.93,6.93,5.63
2021/03/21,11,21609600,19947550,17232850,5.72,6.93,6.93,6.93,6.93,6.93,6.93,6.93,6.93,5.63,,5.75,507.55,0.00,5.75,5.32,,5.75,6.94,7.05,6.93,6.93,6.93,6.92,6.93,6.93,5.63
2021/03/21,12,21863700,19985050,17101700,5.63,7.08,7.08,7.08,5.75,5.75,5.75,5.75,5.75,5.63,,5.65,506.70,0.00,5.38,5.19,,5.65,7.08,7.13,7.08,5.75,5.75,5.75,5.75,5.75,5.63
2021/03/21,13,21975100,19591150,16746200,5.57,5.84,5.57,5.57,5.57,5.57,5.57,5.57,5.57,5.57,,5.60,509.71,0.00,5.66,5.20,,5.60,5.85,5.96,5.57,5.57,5.57,5.57,5.57,5.57,5.57
2021/03/21,14,22535250,19705200,16858550,5.34,7.08,7.08,7.08,5.26,5.26,5.26,5.26,5.26,5.26,,5.37,509.83,0.00,5.29,5.12,,5.37,7.08,7.16,7.08,5.26,5.38,5.26,5.26,5.26,5.26
2021/03/21,15,22746350,20016350,16907050,5.36,7.71,7.08,7.08,5.26,5.26,5.26,5.26,5.26,5.26,,5.38,508.97,0.00,5.50,5.21,,5.38,7.71,7.14,7.08,5.26,5.26,5.26,5.26,5.26,5.26
2021/03/21,16,22204550,20298250,17225000,5.63,7.71,7.08,7.08,6.00,6.00,6.00,6.00,6.00,5.63,,5.66,509.78,0.00,5.66,5.25,,5.66,7.71,7.20,7.08,6.00,6.00,6.00,6.00,6.00,5.63
2021/03/21,17,21097100,20206850,16610850,5.63,7.12,7.12,7.12,6.00,6.00,6.00,6.00,6.00,5.63,,5.65,508.88,0.00,5.79,5.65,,5.65,7.13,7.20,7.12,6.00,6.00,6.00,6.00,6.00,5.63
2021/03/21,18,21273700,20367350,16597350,6.00,7.12,7.12,7.12,6.38,6.38,6.38,6.38,6.38,5.63,,6.02,508.77,0.00,7.12,5.74,,6.02,7.13,7.18,7.12,6.38,6.38,6.38,6.38,6.38,5.63
2021/03/21,19,21072050,20289550,16426300,6.38,7.12,7.12,7.12,6.93,6.93,6.93,6.93,6.93,5.63,,6.40,508.67,0.00,7.08,6.95,,6.40,7.13,7.21,7.12,6.93,6.93,6.93,6.93,6.93,5.63
2021/03/21,20,21383900,20584600,16594400,6.93,7.12,7.12,7.12,6.93,6.93,6.93,6.93,6.93,5.63,,6.94,507.81,0.00,7.11,6.94,,6.94,7.13,7.27,7.12,6.93,6.93,6.92,6.93,6.93,5.63
2021/03/21,21,21598200,20896200,16725850,7.08,7.41,7.41,7.41,6.93,6.93,6.93,6.93,6.93,5.63,,7.08,507.08,0.00,7.19,7.18,,7.08,7.42,7.45,7.41,6.93,6.93,6.92,6.93,6.93,5.63
2021/03/21,22,21753450,20983500,17009450,6.93,7.41,7.41,7.41,6.93,6.93,6.93,6.93,6.93,5.17,,6.93,505.76,0.00,7.08,7.07,,6.93,7.41,7.44,7.41,6.93,6.93,6.93,6.93,6.93,5.17
2021/03/21,23,22289000,21186400,17249950,5.90,7.37,7.37,7.37,5.95,5.95,5.95,5.95,5.95,5.17,,5.91,506.61,0.00,7.07,7.07,,5.91,7.38,7.40,7.37,5.95,5.95,5.95,5.95,5.95,5.17
2021/03/21,24,22402100,21367500,17336100,5.75,7.37,7.37,7.37,5.84,5.84,5.84,5.84,5.84,5.17,,5.76,506.63,0.00,7.09,7.07,,5.76,7.37,7.39,7.37,5.84,5.84,5.84,5.84,5.84,5.17
2021/03/21,25,22379650,21326150,17365150,5.63,7.34,7.34,7.34,5.74,5.74,5.74,5.74,5.74,4.97,,5.64,507.98,0.00,7.19,7.13,,5.64,7.34,7.37,7.33,5.74,5.74,5.74,5.74,5.74,4.97
2021/03/21,26,22325400,21177950,17385700,5.63,7.71,7.34,7.34,5.38,5.38,5.38,5.38,5.38,4.97,,5.64,507.98,0.00,7.19,7.10,,5.64,7.71,7.37,7.34,5.38,5.38,5.38,5.38,5.38,4.97
2021/03/21,27,22443750,20965300,17488700,5.63,7.71,7.37,7.37,5.02,5.02,5.02,5.02,5.02,4.65,,5.64,507.98,0.00,7.07,7.07,,5.64,7.71,7.38,7.37,5.02,5.02,5.02,5.02,5.02,4.65
2021/03/21,28,22371650,20818500,17448500,5.63,7.71,7.37,7.37,4.99,4.99,4.99,4.99,4.99,4.65,,5.64,507.98,0.00,7.10,7.07,,5.64,7.72,7.38,7.37,4.99,4.99,4.99,4.99,4.99,4.65
2021/03/21,29,22096900,20605750,17236700,5.63,7.71,7.18,7.18,5.34,5.34,5.34,5.34,5.34,5.17,,5.64,508.21,0.00,7.13,7.08,,5.64,7.72,7.21,7.18,5.34,5.34,5.34,5.34,5.34,5.17
2021/03/21,30,21967700,20657100,17124800,5.63,7.12,7.12,7.12,5.55,5.55,5.55,5.55,5.55,5.55,,5.64,508.21,0.00,7.10,7.07,,5.64,7.12,7.16,7.12,5.55,5.55,5.55,5.55,5.55,5.55
2021/03/21,31,21505750,20598600,17107150,5.63,7.11,7.11,7.11,5.38,5.38,5.38,5.38,5.38,5.38,,5.64,508.21,0.00,7.10,7.07,,5.64,7.11,7.11,7.11,5.38,5.38,5.38,5.38,5.38,5.38
2021/03/21,32,21333250,20636600,17168850,5.63,7.11,7.11,7.11,5.78,5.78,5.78,5.78,5.78,5.63,,5.64,508.21,0.00,7.08,6.69,,5.64,7.11,7.15,7.11,5.78,5.78,5.77,5.78,5.78,5.63
2021/03/21,33,21943300,21350900,18227400,5.63,7.07,7.07,7.07,5.93,5.93,5.93,5.93,5.93,5.63,,5.65,508.88,0.00,7.10,5.85,,5.65,7.08,7.14,7.07,5.95,5.93,5.93,5.93,5.93,5.63
2021/03/21,34,21334200,21618100,18271150,5.79,7.71,7.07,7.07,6.68,6.68,6.68,6.68,6.68,5.63,,5.81,506.65,0.00,7.44,7.09,,5.81,7.71,7.10,7.07,6.68,6.68,6.68,6.68,6.68,5.63
2021/03/21,35,21075700,21860300,18169000,7.08,7.71,7.10,7.10,6.93,6.93,6.93,6.93,6.93,5.17,,7.09,507.79,0.00,7.43,7.15,,7.09,7.71,7.18,7.10,6.93,6.93,6.93,6.93,6.93,5.17
2021/03/21,36,21061400,22265850,18055600,7.14,7.71,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,,7.15,507.79,0.00,7.43,7.56,,7.15,7.71,7.30,7.14,7.13,7.14,7.14,7.14,7.14,7.14
2021/03/21,37,21074950,22548250,18048000,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,,7.25,508.32,0.00,7.48,7.25,,7.25,7.24,7.40,7.24,7.22,7.24,7.24,7.24,7.24,7.24
2021/03/21,38,20878900,22601300,17992400,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,,7.43,508.30,0.00,7.43,7.19,,7.43,7.42,7.53,7.42,7.40,7.42,7.42,7.42,7.42,7.42
2021/03/21,39,20803700,22496700,17980550,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,,7.25,509.17,0.00,7.11,7.11,,7.25,7.24,7.37,7.24,7.23,7.40,7.24,7.24,7.24,7.24
2021/03/21,40,20549700,22419350,17955250,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,7.24,,7.25,509.17,0.00,7.09,7.07,,7.25,7.25,7.37,7.24,7.23,7.24,7.24,7.24,7.24,7.24
2021/03/21,41,20359250,22112650,17871950,7.10,7.10,7.10,7.10,7.10,7.10,7.10,7.10,7.10,7.10,,7.11,509.18,0.00,7.08,6.94,,7.11,7.10,7.29,7.10,7.10,7.10,7.10,7.10,7.10,7.10
2021/03/21,42,20182700,21905100,17871050,7.10,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.08,,7.11,511.07,0.00,6.94,6.69,,7.11,7.08,7.31,7.08,7.07,7.08,7.08,7.08,7.08,7.08
2021/03/21,43,20063550,21573650,17630200,7.08,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,,7.09,511.07,0.00,6.91,6.30,,7.09,7.08,7.27,7.07,7.06,7.07,7.07,7.07,7.07,7.07
2021/03/21,44,20098000,21413500,17508700,6.93,6.90,6.90,6.90,6.90,6.90,6.90,6.90,6.90,5.63,,6.94,511.08,0.00,5.50,5.24,,6.94,6.93,7.12,6.90,6.90,6.90,6.90,6.90,6.90,5.63
2021/03/21,45,19932900,20887100,16648950,7.09,7.09,7.09,7.09,7.07,7.07,7.07,7.07,7.07,5.63,,7.10,511.07,0.00,7.08,5.32,,7.10,7.09,7.33,7.09,7.06,7.07,7.07,7.07,7.07,5.63
2021/03/21,46,19706550,20393300,16556850,6.93,7.08,7.08,7.08,6.00,6.00,6.00,6.00,6.00,5.63,,6.94,511.08,0.00,5.48,5.18,,6.94,7.08,7.19,7.08,6.00,6.00,6.00,6.00,6.00,5.63
2021/03/21,47,19056450,19625850,16234250,5.63,7.08,7.08,7.08,6.00,6.00,6.00,6.00,6.00,5.63,,5.66,511.17,0.00,5.52,5.19,,5.66,7.08,7.19,7.08,6.04,6.00,6.00,6.00,6.00,5.63
2021/03/21,48,18341500,18867950,15476700,5.63,5.65,5.65,5.65,5.63,5.63,5.63,5.63,5.63,5.63,,5.66,510.32,0.00,5.29,5.12,,5.66,5.66,6.08,5.65,5.63,5.63,5.63,5.63,5.63,5.63
2021/03/22,1,19777550,18901450,16005200,5.12,7.71,5.29,5.29,4.96,4.96,4.96,4.96,4.96,4.96,,5.13,504.28,0.00,5.30,4.88,,5.13,7.71,5.29,5.29,4.96,5.52,4.96,4.96,4.96,4.96
2021/03/22,2,19993850,18737450,16012900,5.05,7.71,5.12,5.12,4.65,4.65,4.65,4.65,4.65,4.65,,5.05,503.30,0.00,5.05,4.26,,5.05,7.71,5.12,5.12,4.65,5.07,4.65,4.65,4.65,4.65
2021/03/22,3,20159750,18637200,16053950,5.02,7.71,5.10,5.10,4.65,4.65,4.65,4.65,4.65,4.65,,5.02,503.30,0.00,5.10,4.26,,5.02,7.71,5.10,5.10,4.65,4.87,4.65,4.65,4.65,4.65
2021/03/22,4,20303200,18627750,16044100,5.02,7.41,5.10,5.10,4.61,4.61,4.61,4.61,4.61,4.61,,5.02,504.58,0.00,5.10,4.31,,5.02,7.41,5.10,5.10,4.61,4.87,4.61,4.61,4.61,4.61
2021/03/22,5,20350150,18554200,15997950,5.14,5.97,5.21,5.21,4.64,4.64,4.64,4.64,4.64,4.64,,5.15,505.57,0.00,5.15,4.65,,5.15,5.97,5.21,5.21,4.64,5.22,4.64,4.64,4.64,4.64
2021/03/22,6,20528900,18835150,16117850,5.28,5.27,5.27,5.27,4.97,4.97,4.97,4.97,4.97,4.97,,5.28,504.59,0.00,5.14,4.92,,5.28,5.27,5.27,5.27,4.97,5.41,4.97,4.97,4.97,4.97
2021/03/22,7,20734600,19085400,16256200,5.48,5.31,5.31,5.31,5.26,5.26,5.26,5.26,5.26,5.26,,5.49,505.51,0.00,5.35,5.11,,5.49,5.33,5.31,5.31,5.31,5.82,5.26,5.26,5.26,5.26
2021/03/22,8,20553600,19027800,16150900,5.63,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,,5.64,505.49,0.00,5.37,5.22,,5.64,5.50,5.48,5.48,5.52,5.95,5.48,5.48,5.48,5.48
2021/03/22,9,20478750,19179550,16138250,5.90,7.08,7.08,7.08,5.80,5.80,5.80,5.80,5.80,5.63,,5.91,505.45,0.00,5.49,5.18,,5.91,7.09,7.09,7.08,5.82,6.19,5.80,5.80,5.80,5.63
2021/03/22,10,20955950,19486600,16637150,5.63,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,5.36,,5.64,505.49,0.00,5.81,5.35,,5.64,5.37,5.37,5.36,5.40,5.69,5.36,5.36,5.36,5.36
2021/03/22,11,21239650,19979800,16894850,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,5.63,,5.64,505.49,0.00,5.64,5.35,,5.64,5.66,5.65,5.63,5.66,5.98,5.63,5.65,5.63,5.63
2021/03/22,12,20748150,20082950,16737550,7.07,7.08,7.08,7.08,6.93,6.93,6.93,6.93,6.93,5.63,,7.07,504.59,0.00,5.63,5.49,,7.07,7.08,7.10,7.08,6.93,7.00,6.93,6.93,6.93,5.63
2021/03/22,13,20574200,20283150,16336450,7.18,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,5.63,,7.18,504.59,0.00,7.13,7.10,,7.18,7.13,7.14,7.13,7.12,7.14,7.13,7.13,7.13,5.63
2021/03/22,14,20748900,20257950,16772150,7.13,7.10,7.10,7.10,7.10,7.10,7.10,7.10,7.10,5.63,,7.13,504.98,0.00,7.10,7.08,,7.13,7.11,7.10,7.10,7.10,7.24,7.10,7.10,7.10,5.63
2021/03/22,15,21275350,20462200,17130800,6.93,7.71,7.07,7.07,7.07,7.07,7.07,7.07,7.07,5.63,,6.93,504.98,0.00,7.09,7.08,,6.93,7.71,7.12,7.07,7.07,7.07,7.07,7.07,7.07,5.63
2021/03/22,16,22328250,20646900,17590400,5.63,7.67,6.00,6.00,6.00,6.00,6.00,6.00,6.00,5.63,,5.64,505.91,0.00,5.64,5.86,,5.64,7.67,6.04,6.00,6.00,6.04,6.00,6.00,6.00,5.63
2021/03/22,17,23115850,20905750,17726600,5.63,7.68,4.19,7.08,6.93,6.93,6.93,6.93,6.93,5.63,,5.64,505.91,0.00,7.08,7.11,,5.64,7.67,4.19,7.08,6.93,6.98,6.93,6.93,6.93,5.63
2021/03/22,18,24483400,21403100,18261000,5.63,7.67,4.19,7.10,6.54,6.54,6.54,6.54,6.54,5.63,,5.64,505.96,0.00,7.07,7.12,,5.64,7.66,4.19,7.10,6.54,6.64,6.54,6.54,6.54,5.63
2021/03/22,19,25083250,21480800,18386600,5.63,6.86,4.18,7.10,5.83,5.83,5.83,5.83,5.83,5.63,,5.64,505.91,0.00,5.92,7.11,,5.64,6.86,4.18,7.10,5.83,5.96,5.83,5.83,5.83,5.63
2021/03/22,20,26068550,21403300,18761250,4.99,4.18,4.18,7.10,4.35,4.35,4.35,4.35,4.35,0.01,,5.01,507.09,0.00,5.36,5.65,,5.01,4.22,4.18,7.10,4.40,4.78,4.35,4.35,4.35,0.01
2021/03/22,21,26336500,21528300,19051150,4.85,1.00,1.00,7.08,4.43,4.43,4.43,4.43,4.43,0.01,,4.86,506.11,0.00,5.64,5.64,,4.86,1.03,1.00,7.08,4.43,4.64,4.43,4.43,4.43,0.01
2021/03/22,22,27088850,21761400,19593100,4.77,3.60,3.60,6.81,4.73,4.73,4.73,4.73,4.73,0.01,,4.77,505.07,0.00,4.85,4.96,,4.77,3.61,3.60,6.80,4.73,4.82,4.73,4.73,4.73,0.01
2021/03/22,23,27468100,21938250,19567800,4.65,3.35,3.35,5.11,4.30,4.30,4.30,4.30,4.30,0.01,,4.65,505.06,0.00,4.75,4.65,,4.65,3.35,3.35,5.11,4.30,4.32,4.30,4.30,4.30,0.01
2021/03/22,24,27713800,21953850,19614800,4.21,3.35,3.35,5.11,4.24,4.24,4.24,4.24,4.24,0.01,,4.21,505.07,0.00,4.21,4.13,,4.21,3.35,3.35,5.11,4.24,4.24,4.24,4.24,4.24,0.01
2021/03/22,25,27915850,21808600,19436250,4.05,1.00,1.00,5.23,4.08,4.08,4.08,4.08,4.08,0.01,,4.05,505.06,0.00,4.08,3.72,,4.05,1.00,1.00,5.23,4.08,4.08,4.08,4.08,4.08,0.01
2021/03/22,26,27983400,21860900,19539900,3.99,3.00,3.00,5.23,4.08,4.08,4.08,4.08,4.08,0.01,,3.99,505.07,0.00,4.75,3.98,,3.99,3.00,3.00,5.23,4.08,4.08,4.08,4.07,4.08,0.01
2021/03/22,27,27531400,21970900,19440900,4.31,5.20,5.20,5.20,4.21,4.21,4.21,4.21,4.21,0.01,,4.31,505.02,0.00,4.92,4.21,,4.31,5.20,5.20,5.20,4.21,4.21,4.21,4.21,4.21,0.01
2021/03/22,28,27244250,21827900,19419900,4.65,5.20,5.20,5.20,4.27,4.27,4.27,4.27,4.27,0.01,,4.65,504.84,0.00,5.01,4.34,,4.65,5.20,5.20,5.20,4.27,4.27,4.27,4.27,4.27,0.01
2021/03/22,29,27082600,21755550,19135100,4.85,5.26,5.26,5.26,4.65,4.65,4.65,4.65,4.65,0.01,,4.85,505.02,0.00,4.65,4.05,,4.85,5.26,5.26,5.26,4.65,4.65,4.65,4.65,4.65,0.01
2021/03/22,30,26362650,21701350,18833100,4.85,4.18,4.18,5.38,4.65,4.65,4.65,4.65,4.65,0.01,,4.85,505.02,0.00,4.96,4.18,,4.85,4.20,4.18,5.38,4.65,4.65,4.65,4.65,4.65,0.01
2021/03/22,31,25780100,21681700,18975800,5.13,4.23,4.23,7.04,5.40,5.40,5.40,5.40,5.40,0.01,,5.13,505.01,0.00,5.13,4.12,,5.13,4.24,4.23,7.04,5.43,5.40,5.40,5.40,5.40,0.01
2021/03/22,32,24557350,21755950,18583850,5.63,6.68,6.68,7.09,6.08,6.08,6.08,6.08,6.08,0.01,,5.63,505.07,0.00,5.63,5.63,,5.63,6.68,6.68,7.09,6.10,6.08,6.08,6.08,6.08,0.01
2021/03/22,33,24528500,22376250,19482200,5.98,7.11,7.11,7.11,6.00,6.00,6.00,6.00,6.00,5.63,,5.99,505.86,0.00,6.71,5.64,,5.99,7.11,7.13,7.11,6.02,6.00,6.00,6.00,6.00,5.63
2021/03/22,34,23588250,22356700,19138100,7.00,7.18,7.18,7.18,6.93,6.93,6.93,6.93,6.93,5.63,,7.00,505.02,0.00,7.72,7.11,,7.00,7.20,7.22,7.18,6.92,6.93,6.93,6.93,6.93,5.63
2021/03/22,35,22305600,21920850,18485550,7.13,7.42,7.42,7.42,7.07,7.07,7.07,7.07,7.07,5.63,,7.13,505.02,0.00,8.87,7.42,,7.13,7.42,7.42,7.42,7.06,7.07,7.07,7.07,7.06,5.63
2021/03/22,36,21579850,22364250,18281600,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,9.68,,9.66,503.97,0.00,10.02,9.98,,9.66,9.68,9.61,9.67,9.61,9.68,9.68,9.65,9.67,9.67
2021/03/22,37,21259700,22821450,18344200,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,9.99,504.51,0.00,9.99,9.67,,9.99,10.00,9.98,9.99,9.98,10.00,10.00,10.00,10.00,10.00
2021/03/22,38,20866150,23003050,18370650,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,,9.99,504.51,0.00,10.03,10.03,,9.99,10.00,9.99,9.99,9.99,10.00,10.00,10.00,9.99,10.00
